SeqId,Heap3SortNComp,Heap3SortTns,CountingSortNComp,CountingSortTns,
seq_700_71,2293567,64300,1500,7100,
seq_700_72,2297038,79600,1497,10000,
seq_700_73,2300537,66100,1500,6900,
seq_700_74,2304036,64400,1500,7100,
seq_700_75,2307527,66400,1500,7200,
seq_700_76,2310977,67100,1495,6900,
seq_700_77,2314457,69000,1498,7000,
seq_700_78,2317946,66400,1500,5900,
seq_700_79,2321428,71300,1492,6700,
seq_700_80,2324935,67800,1498,6800,
seq_700_81,2328430,63200,1499,7200,
seq_700_82,2331920,65300,1495,7700,
seq_700_83,2335384,65100,1498,7300,
seq_700_84,2338875,65700,1495,6800,
seq_700_85,2342382,66400,1499,7400,
seq_700_86,2345883,65300,1497,7700,
seq_700_87,2349378,65000,1497,7400,
seq_700_88,2352865,65900,1498,7700,
seq_700_89,2356348,64600,1496,6500,
seq_700_90,2359844,64800,1497,7400,
seq_700_91,2363337,73800,1499,5900,
seq_700_92,2366840,63200,1497,7000,
seq_700_93,2370320,64300,1498,7000,
seq_700_94,2373802,64400,1500,6800,
seq_700_95,2377275,65800,1498,7200,
seq_700_96,2380736,65700,1498,7400,
seq_700_97,2384229,65800,1500,6800,
seq_700_98,2387733,65200,1495,7100,
seq_700_99,2391218,68500,1499,6200,
seq_750_0,2394981,69400,1493,7500,
seq_750_1,2398762,69800,1497,6800,
seq_750_2,2402553,74400,1499,7300,
seq_750_3,2406330,71500,1497,6700,
seq_750_4,2410109,70200,1498,7500,
seq_750_5,2413870,75000,1496,7100,
seq_750_6,2417645,82800,1499,7500,
seq_750_7,2421437,79800,1498,7900,
seq_750_8,2425195,80000,1493,7100,
seq_750_9,2429009,77900,1495,7100,
seq_750_10,2432777,78000,1498,7500,
seq_750_11,2436562,80500,1498,7400,
seq_750_12,2440297,83800,1499,6900,
seq_750_13,2444091,93300,1500,6800,
seq_750_14,2447885,89300,1497,7900,
seq_750_15,2451657,83500,1500,7000,
seq_750_16,2455433,81200,1496,7200,
seq_750_17,2459208,79900,1496,8200,
seq_750_18,2462979,76700,1495,7500,
seq_750_19,2466758,82400,1500,6900,
seq_750_20,2470532,81700,1499,26800,
seq_750_21,2474298,78200,1493,6800,
seq_750_22,2478082,80300,1498,6900,
seq_750_23,2481841,78400,1499,7400,
seq_750_24,2485639,78400,1495,7900,
seq_750_25,2489403,78800,1495,7300,
seq_750_26,2493194,80400,1497,6600,
seq_750_27,2496971,95800,1496,7500,
seq_750_28,2500771,94500,1495,9600,
seq_750_29,2504544,79200,1498,6400,
seq_750_30,2508337,79900,1497,7200,
seq_750_31,2512117,79100,1495,7300,
seq_750_32,2515885,78200,1500,6900,
seq_750_33,2519675,78700,1499,7400,
seq_750_34,2523446,78800,1500,10900,
seq_750_35,2527236,86100,1495,7400,
seq_750_36,2531007,80100,1498,7900,
seq_750_37,2534802,78000,1500,7800,
seq_750_38,2538601,79400,1485,8100,
seq_750_39,2542362,80300,1500,7200,
seq_750_40,2546137,79600,1500,8100,
seq_750_41,2549915,77900,1498,7600,
seq_750_42,2553693,110400,1498,8600,
seq_750_43,2557486,80300,1496,6900,
seq_750_44,2561280,80200,1495,7400,
seq_750_45,2565063,79600,1500,7600,
seq_750_46,2568843,78800,1497,7300,
seq_750_47,2572639,80200,1498,7400,
seq_750_48,2576423,79600,1495,6900,
seq_750_49,2580213,90100,1499,8300,
seq_750_50,2584015,80200,1499,7600,
seq_750_51,2587790,78100,1495,7100,
seq_750_52,2591577,78900,1496,7600,
seq_750_53,2595328,83300,1499,6200,
seq_750_54,2599076,79700,1497,7800,
seq_750_55,2602870,77500,1491,7400,
seq_750_56,2606674,97400,1498,7300,
seq_750_57,2610462,83900,1495,7200,
seq_750_58,2614208,78300,1500,7000,
seq_750_59,2618012,79000,1489,7000,
seq_750_60,2621795,79200,1494,7600,
seq_750_61,2625576,78200,1496,7200,
seq_750_62,2629374,79900,1490,7400,
seq_750_63,2633153,90500,1498,13200,
seq_750_64,2636940,78200,1498,7400,
seq_750_65,2640718,77100,1499,7300,
seq_750_66,2644483,79900,1499,14700,
seq_750_67,2648289,78400,1499,7800,
seq_750_68,2652067,79000,1500,7900,
seq_750_69,2655815,82500,1499,6600,
seq_750_70,2659608,77800,1497,7000,
seq_750_71,2663392,89600,1500,6900,
seq_750_72,2667174,79900,1500,6900,
seq_750_73,2670946,78600,1499,6800,
seq_750_74,2674722,76600,1500,7600,
seq_750_75,2678529,81600,1499,6800,
seq_750_76,2682322,82300,1500,6600,
seq_750_77,2686080,83900,1499,7000,
seq_750_78,2689859,77800,1493,6900,
seq_750_79,2693629,77900,1496,7400,
seq_750_80,2697404,78800,1500,6900,
seq_750_81,2701162,79300,1498,7000,
seq_750_82,2704923,79700,1500,7000,
seq_750_83,2708718,78500,1500,7400,
seq_750_84,2712523,125800,1496,17700,
seq_750_85,2716288,80900,1497,7000,
seq_750_86,2720058,86100,1500,6300,
seq_750_87,2723854,78000,1496,6900,
seq_750_88,2727626,77600,1494,7400,
seq_750_89,2731412,78700,1496,7300,
seq_750_90,2735202,80300,1496,6700,
seq_750_91,2738980,82500,1499,7300,
seq_750_92,2742775,77700,1498,7000,
seq_750_93,2746526,78700,1498,7100,
seq_750_94,2750337,85600,1494,6700,
seq_750_95,2754075,77500,1492,7100,
seq_750_96,2757869,80200,1499,6900,
seq_750_97,2761668,80900,1500,6800,
seq_750_98,2765421,180200,1497,13900,
seq_750_99,2769173,80200,1500,7500,
seq_800_0,2773243,90500,1498,7700,
seq_800_1,2777338,83700,1498,7100,
seq_800_2,2781383,83700,1500,7900,
seq_800_3,2785502,85800,1500,7100,
seq_800_4,2789584,89800,1498,7400,
seq_800_5,2793663,108700,1499,7900,
seq_800_6,2797718,93500,1498,7400,
seq_800_7,2801800,87500,1494,7500,
seq_800_8,2805858,88800,1499,7400,
seq_800_9,2809962,91100,1498,7600,
seq_800_10,2814025,88900,1492,7500,
seq_800_11,2818124,96100,1495,8000,
seq_800_12,2822203,86000,1499,8300,
seq_800_13,2826296,92100,1493,13900,
seq_800_14,2830391,83700,1497,7000,
seq_800_15,2834467,85600,1497,7600,
seq_800_16,2838551,96400,1500,10100,
seq_800_17,2842630,142600,1491,9200,
seq_800_18,2846694,84200,1497,7700,
seq_800_19,2850784,86100,1500,7400,
seq_800_20,2854893,85200,1496,7500,
seq_800_21,2858940,84700,1495,7200,
seq_800_22,2863018,93000,1500,7100,
seq_800_23,2867107,86500,1498,7900,
seq_800_24,2871214,93100,1498,9400,
seq_800_25,2875294,90700,1497,8100,
seq_800_26,2879353,86700,1492,8000,
seq_800_27,2883396,83500,1499,8000,
seq_800_28,2887453,85800,1499,7700,
seq_800_29,2891560,93500,1500,8300,
seq_800_30,2895642,96200,1494,9600,
seq_800_31,2899743,92600,1499,8100,
seq_800_32,2903820,84200,1492,7900,
seq_800_33,2907905,87000,1497,7800,
seq_800_34,2911995,89500,1500,7300,
seq_800_35,2916062,93000,1496,7700,
seq_800_36,2920114,98400,1500,8100,
seq_800_37,2924159,90000,1497,7000,
seq_800_38,2928245,87000,1499,8100,
seq_800_39,2932296,85700,1497,8300,
seq_800_40,2936358,84600,1498,8100,
seq_800_41,2940446,87300,1499,7600,
seq_800_42,2944552,100000,1498,8300,
seq_800_43,2948633,93700,1497,8000,
seq_800_44,2952718,83900,1498,7400,
seq_800_45,2956810,86100,1498,7700,
seq_800_46,2960884,84200,1497,8300,
seq_800_47,2964975,84800,1499,7300,
seq_800_48,2969019,85100,1498,8500,
seq_800_49,2973083,99300,1498,8400,
seq_800_50,2977164,87600,1500,8400,
seq_800_51,2981249,88500,1500,7900,
seq_800_52,2985327,87000,1499,8200,
seq_800_53,2989383,85600,1499,7400,
seq_800_54,2993431,86400,1499,8100,
seq_800_55,2997502,229700,1494,15200,
seq_800_56,3001575,86600,1500,9600,
seq_800_57,3005642,84800,1496,7600,
seq_800_58,3009729,87000,1499,17800,
seq_800_59,3013828,84600,1500,7100,
seq_800_60,3017886,84900,1496,8100,
seq_800_61,3021957,86500,1495,7500,
seq_800_62,3026019,91500,1500,7300,
seq_800_63,3030105,89200,1499,7900,
seq_800_64,3034183,84900,1492,8300,
seq_800_65,3038271,85400,1495,7700,
seq_800_66,3042367,86500,1496,7700,
seq_800_67,3046437,85400,1499,8300,
seq_800_68,3050514,85300,1493,8300,
seq_800_69,3054585,87800,1497,8300,
seq_800_70,3058630,86100,1499,8000,
seq_800_71,3062722,90900,1499,7200,
seq_800_72,3066812,87000,1497,7100,
seq_800_73,3070915,85300,1500,8000,
seq_800_74,3074998,73500,1498,6400,
seq_800_75,3079078,80800,1497,8400,
seq_800_76,3083149,77200,1499,7700,
seq_800_77,3087216,81300,1498,8100,
seq_800_78,3091313,79000,1496,7200,
seq_800_79,3095358,78100,1490,7700,
seq_800_80,3099433,77000,1495,8600,
seq_800_81,3103518,77200,1500,8600,
seq_800_82,3107599,80500,1497,6800,
seq_800_83,3111698,77300,1498,7500,
seq_800_84,3115766,79100,1498,7600,
seq_800_85,3119847,78300,1497,8300,
seq_800_86,3123927,75900,1497,7900,
seq_800_87,3128000,75600,1499,7500,
seq_800_88,3132098,77300,1500,7000,
seq_800_89,3136204,185600,1490,14900,
seq_800_90,3140261,93100,1499,7600,
seq_800_91,3144334,82500,1496,8600,
seq_800_92,3148402,74800,1496,7300,
seq_800_93,3152440,77600,1498,7600,
seq_800_94,3156514,77000,1497,8000,
seq_800_95,3160566,83500,1495,6600,
seq_800_96,3164627,79800,1497,8300,
seq_800_97,3168704,77000,1498,7200,
seq_800_98,3172810,116800,1497,8300,
seq_800_99,3176886,75800,1492,8200,
seq_850_0,3181262,86000,1500,7500,
seq_850_1,3185633,82300,1497,7500,
seq_850_2,3190000,87200,1496,9000,
seq_850_3,3194362,85100,1499,7700,
seq_850_4,3198735,155500,1493,25100,
seq_850_5,3203089,85300,1496,7600,
seq_850_6,3207474,83100,1497,7800,
seq_850_7,3211845,82600,1493,8400,
seq_850_8,3216215,88900,1494,8600,
seq_850_9,3220578,83900,1498,8200,
seq_850_10,3224936,84300,1500,8400,
seq_850_11,3229306,89800,1499,8200,
seq_850_12,3233687,84100,1500,7800,
seq_850_13,3238038,83300,1494,7600,
seq_850_14,3242390,86000,1497,8800,
seq_850_15,3246785,82800,1496,8100,
seq_850_16,3251159,81100,1496,7800,
seq_850_17,3255540,93700,1500,8900,
seq_850_18,3259915,81700,1499,7300,
seq_850_19,3264272,189300,1499,15500,
seq_850_20,3268602,83300,1498,7900,
seq_850_21,3272974,87200,1499,7900,
seq_850_22,3277358,83200,1494,8400,
seq_850_23,3281725,224600,1498,15600,
seq_850_24,3286049,83900,1497,8300,
seq_850_25,3290424,94000,1497,9100,
seq_850_26,3294784,85100,1493,8200,
seq_850_27,3299133,86000,1497,7400,
seq_850_28,3303528,81800,1498,7600,
seq_850_29,3307870,91600,1497,8400,
seq_850_30,3312223,383400,1498,15500,
seq_850_31,3316592,85700,1495,8700,
seq_850_32,3320954,87500,1496,8500,
seq_850_33,3325322,83200,1496,10000,
seq_850_34,3329660,81500,1494,8100,
seq_850_35,3334053,420000,1495,16200,
seq_850_36,3338412,88400,1498,7900,
seq_850_37,3342791,83200,1498,7400,
seq_850_38,3347178,82500,1499,8300,
seq_850_39,3351537,82300,1500,7500,
seq_850_40,3355905,83200,1498,7600,
seq_850_41,3360249,83500,1499,7800,
seq_850_42,3364627,89900,1494,8200,
seq_850_43,3369036,81800,1500,7300,
seq_850_44,3373416,86400,1498,8000,
seq_850_45,3377797,85800,1497,8100,
seq_850_46,3382179,87300,1499,7600,
seq_850_47,3386551,86200,1497,7100,
seq_850_48,3390906,186300,1499,15200,
seq_850_49,3395288,84200,1497,7300,
seq_850_50,3399640,84600,1499,8400,
seq_850_51,3404003,83300,1498,7900,
seq_850_52,3408364,84000,1500,7800,
seq_850_53,3412732,82500,1498,8000,
seq_850_54,3417091,84300,1495,8100,
seq_850_55,3421487,85600,1497,7900,
seq_850_56,3425835,82900,1490,7700,
seq_850_57,3430222,84000,1499,7600,
seq_850_58,3434586,84000,1500,7400,
seq_850_59,3438997,82800,1498,7700,
seq_850_60,3443394,82300,1497,8000,
seq_850_61,3447793,88000,1499,7700,
seq_850_62,3452172,83400,1490,7800,
seq_850_63,3456536,85700,1499,8200,
seq_850_64,3460915,86100,1498,8100,
seq_850_65,3465270,83000,1491,7700,
seq_850_66,3469635,84300,1496,7200,
seq_850_67,3474021,84100,1498,7700,
seq_850_68,3478406,93100,1498,8000,
seq_850_69,3482781,85700,1498,8100,
seq_850_70,3487117,81100,1495,8800,
seq_850_71,3491465,81800,1499,7900,
seq_850_72,3495835,82300,1500,7400,
seq_850_73,3500216,83400,1494,8200,
seq_850_74,3504601,92000,1497,10000,
seq_850_75,3509016,86600,1497,8500,
seq_850_76,3513425,85600,1498,8000,
seq_850_77,3517799,84700,1495,7600,
seq_850_78,3522150,83200,1495,7600,
seq_850_79,3526530,82300,1500,8700,
seq_850_80,3530895,89000,1499,10300,
seq_850_81,3535287,95200,1498,8500,
seq_850_82,3539662,85900,1500,7500,
seq_850_83,3544028,82900,1496,8500,
seq_850_84,3548388,83800,1496,7900,
seq_850_85,3552751,84700,1499,8000,
seq_850_86,3557118,87200,1493,9200,
seq_850_87,3561488,86200,1499,7900,
seq_850_88,3565855,89400,1495,8300,
seq_850_89,3570250,89400,1497,8300,
seq_850_90,3574612,87100,1497,9800,
seq_850_91,3578988,119300,1498,24500,
seq_850_92,3583338,86700,1499,9000,
seq_850_93,3587695,91200,1499,8900,
seq_850_94,3592057,84600,1498,8300,
seq_850_95,3596427,82500,1500,8500,
seq_850_96,3600818,83900,1497,8300,
seq_850_97,3605208,86500,1497,9200,
seq_850_98,3609564,87100,1500,8200,
seq_850_99,3613916,94300,1497,8900,
seq_900_0,3618610,94200,1494,9300,
seq_900_1,3623275,92100,1499,9000,
seq_900_2,3627931,199800,1500,18100,
seq_900_3,3632595,90700,1498,9200,
seq_900_4,3637266,88100,1500,8500,
seq_900_5,3641939,97700,1495,9200,
seq_900_6,3646592,88400,1499,8900,
seq_900_7,3651212,108600,1497,9300,
seq_900_8,3655857,87700,1495,9700,
seq_900_9,3660503,89100,1498,8800,
seq_900_10,3665156,223100,1498,25400,
seq_900_11,3669834,91800,1500,9100,
seq_900_12,3674510,92800,1499,8000,
seq_900_13,3679148,89100,1492,9700,
seq_900_14,3683810,88500,1493,8500,
seq_900_15,3688462,87600,1500,8800,
seq_900_16,3693141,95200,1498,8800,
seq_900_17,3697782,88400,1496,9000,
seq_900_18,3702445,90900,1500,8600,
seq_900_19,3707127,88300,1500,8100,
seq_900_20,3711774,89000,1499,9100,
seq_900_21,3716456,89600,1500,8800,
seq_900_22,3721141,91000,1498,8000,
seq_900_23,3725834,89000,1499,8100,
seq_900_24,3730506,90700,1496,9000,
seq_900_25,3735154,87700,1500,8400,
seq_900_26,3739849,84600,1499,8300,
seq_900_27,3744539,89000,1498,9000,
seq_900_28,3749228,90200,1495,8900,
seq_900_29,3753903,90300,1499,8900,
seq_900_30,3758572,87800,1500,8100,
seq_900_31,3763243,87400,1497,9100,
seq_900_32,3767912,89000,1499,8900,
seq_900_33,3772585,91100,1498,8100,
seq_900_34,3777263,89000,1497,9100,
seq_900_35,3781932,90700,1499,8100,
seq_900_36,3786597,88900,1499,9600,
seq_900_37,3791266,89400,1499,8500,
seq_900_38,3795940,87900,1496,8400,
seq_900_39,3800641,88200,1498,9900,
seq_900_40,3805304,88400,1498,8300,
seq_900_41,3809984,91500,1496,8000,
seq_900_42,3814654,96200,1500,9500,
seq_900_43,3819328,90000,1498,8500,
seq_900_44,3823986,87700,1497,9400,
seq_900_45,3828660,87300,1499,8700,
seq_900_46,3833329,88900,1500,8700,
seq_900_47,3838041,102500,1494,11600,
seq_900_48,3842732,90200,1498,8600,
seq_900_49,3847384,89500,1493,9400,
seq_900_50,3852034,91000,1496,8200,
seq_900_51,3856687,93300,1499,7600,
seq_900_52,3861347,91800,1498,8100,
seq_900_53,3866010,109600,1497,11000,
seq_900_54,3870697,90500,1495,8400,
seq_900_55,3875328,89200,1499,8400,
seq_900_56,3880022,89700,1495,8900,
seq_900_57,3884702,86600,1498,11700,
seq_900_58,3889413,99000,1494,8900,
seq_900_59,3894095,92400,1498,10800,
seq_900_60,3898742,88100,1494,9600,
seq_900_61,3903442,89100,1498,8500,
seq_900_62,3908122,87400,1496,9200,
seq_900_63,3912774,200900,1499,17600,
seq_900_64,3917451,132500,1494,9100,
seq_900_65,3922116,89100,1500,8600,
seq_900_66,3926765,89200,1498,8800,
seq_900_67,3931393,88000,1500,8600,
seq_900_68,3936067,90100,1497,9200,
seq_900_69,3940755,109800,1499,9600,
seq_900_70,3945452,99200,1499,8600,
seq_900_71,3950147,89000,1498,8900,
seq_900_72,3954832,89500,1500,9600,
seq_900_73,3959475,90800,1500,8700,
seq_900_74,3964180,107400,1497,9400,
seq_900_75,3968864,210000,1496,17600,
seq_900_76,3973520,88300,1499,8200,
seq_900_77,3978210,86600,1498,8700,
seq_900_78,3982914,88600,1500,8500,
seq_900_79,3987572,97200,1498,10600,
seq_900_80,3992216,201800,1499,17800,
seq_900_81,3996894,89500,1500,10800,
seq_900_82,4001551,90700,1499,8400,
seq_900_83,4006194,96700,1497,8200,
seq_900_84,4010891,95100,1492,8000,
seq_900_85,4015582,89600,1496,8100,
seq_900_86,4020236,94600,1494,8000,
seq_900_87,4024905,89700,1494,8200,
seq_900_88,4029576,90200,1497,8400,
seq_900_89,4034251,98100,1493,8900,
seq_900_90,4038934,87600,1494,8900,
seq_900_91,4043647,89900,1499,9400,
seq_900_92,4048311,87600,1495,8600,
seq_900_93,4052999,88800,1496,9100,
seq_900_94,4057669,88100,1498,8600,
seq_900_95,4062353,91000,1498,8700,
seq_900_96,4067045,88600,1498,8400,
seq_900_97,4071702,89700,1497,9000,
seq_900_98,4076381,94700,1499,8200,
seq_900_99,4081055,89900,1492,8500,
seq_950_0,4086010,102700,1499,9000,
seq_950_1,4090972,98300,1493,9200,
seq_950_2,4095933,98100,1498,8700,
seq_950_3,4100895,98500,1498,8300,
seq_950_4,4105880,94300,1500,8600,
seq_950_5,4110836,94800,1498,9400,
seq_950_6,4115822,98300,1498,9000,
seq_950_7,4120829,94800,1500,9500,
seq_950_8,4125820,95900,1499,9100,
seq_950_9,4130797,95600,1498,9500,
seq_950_10,4135793,97300,1500,9100,
seq_950_11,4140765,121200,1500,10000,
seq_950_12,4145739,102700,1496,10400,
seq_950_13,4150749,94000,1500,9000,
seq_950_14,4155688,95000,1499,10400,
seq_950_15,4160644,106100,1498,10100,
seq_950_16,4165633,103100,1494,9300,
seq_950_17,4170601,95100,1500,10400,
seq_950_18,4175578,96800,1499,9300,
seq_950_19,4180551,94100,1498,9300,
seq_950_20,4185513,100400,1498,8900,
seq_950_21,4190466,99100,1496,9400,
seq_950_22,4195460,96100,1499,9700,
seq_950_23,4200462,99500,1499,8500,
seq_950_24,4205445,95500,1497,8400,
seq_950_25,4210422,93500,1497,9400,
seq_950_26,4215423,102100,1497,9200,
seq_950_27,4220397,99000,1500,10100,
seq_950_28,4225375,97000,1499,8500,
seq_950_29,4230374,99200,1497,9000,
seq_950_30,4235344,94200,1496,8800,
seq_950_31,4240299,98100,1498,9900,
seq_950_32,4245288,108500,1499,8100,
seq_950_33,4250264,101000,1500,11400,
seq_950_34,4255226,101000,1499,8300,
seq_950_35,4260189,95800,1499,8600,
seq_950_36,4265166,96700,1498,8400,
seq_950_37,4270143,96500,1498,9000,
seq_950_38,4275120,105500,1500,9300,
seq_950_39,4280089,95400,1499,8900,
seq_950_40,4285040,94300,1500,9100,
seq_950_41,4290010,96400,1495,9500,
seq_950_42,4294969,98500,1499,8800,
seq_950_43,4299928,96900,1499,8200,
seq_950_44,4304898,102900,1495,9300,
seq_950_45,4309904,95600,1494,8700,
seq_950_46,4314874,99200,1497,9600,
seq_950_47,4319812,93100,1497,9100,
seq_950_48,4324776,93700,1494,8600,
seq_950_49,4329752,102000,1498,8900,
seq_950_50,4334722,98700,1499,10100,
seq_950_51,4339699,93500,1499,8700,
seq_950_52,4344675,94700,1497,10400,
seq_950_53,4349651,93100,1497,9700,
seq_950_54,4354592,91900,1496,10200,
seq_950_55,4359559,105700,1499,12400,
seq_950_56,4364522,95600,1497,7600,
seq_950_57,4369503,89900,1500,7800,
seq_950_58,4374492,89900,1498,8800,
seq_950_59,4379465,91600,1500,8200,
seq_950_60,4384468,90600,1500,8300,
seq_950_61,4389474,89500,1499,7900,
seq_950_62,4394411,89400,1500,8200,
seq_950_63,4399394,89500,1500,8100,
seq_950_64,4404352,90000,1500,8500,
seq_950_65,4409298,89400,1500,8300,
seq_950_66,4414290,93400,1498,8800,
seq_950_67,4419249,88600,1499,9100,
seq_950_68,4424189,89400,1500,9000,
seq_950_69,4429161,89600,1497,9000,
seq_950_70,4434128,89900,1496,22600,
seq_950_71,4439118,91000,1499,8300,
seq_950_72,4444096,90300,1500,8800,
seq_950_73,4449084,89100,1498,8600,
seq_950_74,4454039,90900,1499,9000,
seq_950_75,4459010,89700,1499,8200,
seq_950_76,4464015,90200,1496,8900,
seq_950_77,4468978,88600,1497,8900,
seq_950_78,4473953,88700,1500,8100,
seq_950_79,4478927,89600,1497,8100,
seq_950_80,4483885,89500,1499,8800,
seq_950_81,4488871,89900,1498,9100,
seq_950_82,4493832,89500,1495,8500,
seq_950_83,4498806,89300,1500,9000,
seq_950_84,4503815,97500,1496,9100,
seq_950_85,4508795,89400,1497,9000,
seq_950_86,4513755,89300,1500,8700,
seq_950_87,4518722,91100,1499,9100,
seq_950_88,4523720,89500,1495,8100,
seq_950_89,4528701,96300,1500,9300,
seq_950_90,4533682,148700,1499,8200,
seq_950_91,4538662,89900,1500,8000,
seq_950_92,4543664,88600,1490,8200,
seq_950_93,4548645,100200,1498,13100,
seq_950_94,4553636,263100,1497,21900,
seq_950_95,4558574,90500,1500,9100,
seq_950_96,4563559,90300,1499,8900,
seq_950_97,4568524,89600,1500,9000,
seq_950_98,4573526,92800,1499,8000,
seq_950_99,4578484,94800,1499,8400,
seq_1000_0,4583767,95300,1495,8900,
seq_1000_1,4589065,94600,1499,8500,
seq_1000_2,4594316,94700,1499,8700,
seq_1000_3,4599600,95100,1494,9600,
seq_1000_4,4604879,96700,1498,8600,
seq_1000_5,4610159,129100,1499,10300,
seq_1000_6,4615445,96100,1499,8700,
seq_1000_7,4620731,95800,1493,8600,
seq_1000_8,4625985,94300,1498,8700,
seq_1000_9,4631265,95200,1499,8100,
seq_1000_10,4636516,96400,1498,8100,
seq_1000_11,4641780,96400,1490,8900,
seq_1000_12,4647050,98800,1499,8800,
seq_1000_13,4652334,96000,1498,9000,
seq_1000_14,4657581,96500,1500,9700,
seq_1000_15,4662867,95700,1499,9100,
seq_1000_16,4668150,101600,1497,8200,
seq_1000_17,4673435,94800,1500,8100,
seq_1000_18,4678723,94200,1496,9000,
seq_1000_19,4683972,95700,1499,9400,
seq_1000_20,4689244,95300,1496,9500,
seq_1000_21,4694532,96900,1494,9300,
seq_1000_22,4699815,104600,1496,8200,
seq_1000_23,4705083,95300,1500,9200,
seq_1000_24,4710374,95000,1498,8700,
seq_1000_25,4715682,99000,1498,8600,
seq_1000_26,4720989,94900,1496,9300,
seq_1000_27,4726227,95300,1497,8400,
seq_1000_28,4731509,97800,1500,8300,
seq_1000_29,4736806,95300,1500,9800,
seq_1000_30,4742093,93500,1500,8200,
seq_1000_31,4747370,93900,1499,9000,
seq_1000_32,4752656,95000,1500,8600,
seq_1000_33,4757925,95300,1498,9500,
seq_1000_34,4763185,98200,1497,8500,
seq_1000_35,4768457,95400,1498,9300,
seq_1000_36,4773717,95500,1498,9000,
seq_1000_37,4778976,96800,1500,9100,
seq_1000_38,4784238,96500,1499,8700,
seq_1000_39,4789546,99100,1499,8500,
seq_1000_40,4794806,96000,1500,8800,
seq_1000_41,4800057,97100,1498,8200,
seq_1000_42,4805353,95500,1497,9000,
seq_1000_43,4810623,95800,1499,8700,
seq_1000_44,4815875,95500,1498,9000,
seq_1000_45,4821135,94200,1500,8500,
seq_1000_46,4826426,94800,1499,8600,
seq_1000_47,4831702,95600,1498,8500,
seq_1000_48,4836991,95100,1496,8800,
seq_1000_49,4842248,94300,1500,9000,
seq_1000_50,4847548,94700,1500,9000,
seq_1000_51,4852832,97000,1494,9100,
seq_1000_52,4858131,100800,1494,8800,
seq_1000_53,4863377,94700,1498,8600,
seq_1000_54,4868621,95100,1498,8800,
seq_1000_55,4873904,96000,1497,9200,
seq_1000_56,4879163,104100,1500,9400,
seq_1000_57,4884456,101000,1500,9500,
seq_1000_58,4889716,100400,1493,10000,
seq_1000_59,4894987,100500,1496,8400,
seq_1000_60,4900263,99300,1498,15900,
seq_1000_61,4905531,103100,1496,9100,
seq_1000_62,4910822,100300,1499,8700,
seq_1000_63,4916074,95000,1497,8800,
seq_1000_64,4921339,95700,1499,8500,
seq_1000_65,4926582,94800,1499,9100,
seq_1000_66,4931858,96300,1498,8700,
seq_1000_67,4937138,98100,1498,8300,
seq_1000_68,4942441,97300,1499,9200,
seq_1000_69,4947695,279800,1499,23100,
seq_1000_70,4952986,96100,1499,7800,
seq_1000_71,4958257,106200,1499,9000,
seq_1000_72,4963547,96800,1500,8700,
seq_1000_73,4968839,96200,1498,9400,
seq_1000_74,4974112,94300,1497,8300,
seq_1000_75,4979348,95000,1498,8400,
seq_1000_76,4984637,96800,1499,8700,
seq_1000_77,4989912,101800,1500,9200,
seq_1000_78,4995162,94000,1500,8300,
seq_1000_79,5000448,95800,1498,8800,
seq_1000_80,5005733,95700,1499,9000,
seq_1000_81,5010995,96700,1500,8400,
seq_1000_82,5016259,96500,1500,8600,
seq_1000_83,5021535,99400,1499,9500,
seq_1000_84,5026821,96100,1500,8700,
seq_1000_85,5032073,97300,1500,8100,
seq_1000_86,5037352,94900,1498,8300,
seq_1000_87,5042662,98000,1495,8900,
seq_1000_88,5047926,99400,1496,8400,
seq_1000_89,5053212,95400,1500,8800,
seq_1000_90,5058505,97600,1498,8700,
seq_1000_91,5063790,95800,1500,8300,
seq_1000_92,5069070,95300,1500,8800,
seq_1000_93,5074347,95500,1499,8700,
seq_1000_94,5079583,97500,1495,9000,
seq_1000_95,5084853,96000,1500,9900,
seq_1000_96,5090099,95000,1497,8800,
seq_1000_97,5095381,95500,1500,10300,
seq_1000_98,5100621,94200,1494,8800,
seq_1000_99,5105903,95500,1496,8700,
seq_1050_0,5111486,101200,1499,8300,
seq_1050_1,5117029,102300,1496,9600,
seq_1050_2,5122588,110800,1500,9300,
seq_1050_3,5128172,105200,1500,9100,
seq_1050_4,5133789,102000,1500,9100,
seq_1050_5,5139339,100700,1495,8900,
seq_1050_6,5144926,100600,1499,9900,
seq_1050_7,5150495,101000,1495,9900,
seq_1050_8,5156070,100800,1500,9200,
seq_1050_9,5161618,101200,1499,9200,
seq_1050_10,5167181,104200,1497,8500,
seq_1050_11,5172733,101000,1498,9200,
seq_1050_12,5178270,100800,1500,8900,
seq_1050_13,5183848,105600,1500,9100,
seq_1050_14,5189454,102100,1500,10100,
seq_1050_15,5195053,101200,1498,9200,
seq_1050_16,5200629,100900,1498,8500,
seq_1050_17,5206216,101900,1499,8600,
seq_1050_18,5211789,100400,1497,9300,
seq_1050_19,5217352,101000,1498,9600,
seq_1050_20,5222939,100100,1500,8800,
seq_1050_21,5228532,105500,1500,9200,
seq_1050_22,5234130,101800,1497,9400,
seq_1050_23,5239697,103300,1499,10800,
seq_1050_24,5245282,101900,1494,9700,
seq_1050_25,5250867,101700,1499,8900,
seq_1050_26,5256453,111800,1498,9000,
seq_1050_27,5262026,105300,1500,9000,
seq_1050_28,5267591,100600,1496,9000,
